id	utterance	conv_id	age	gender	condition	gpt_3_nugget_count	chat_gpt_nugget_count	chat_gpt_explanation	age_group
-N4Dk0pTW2VTESgTvCea	You should transfer the chicken to a wire rack to let it drain. Alternatively, you can use a paper towel-lined plate.	55b3120cfdf99b6ef6263a71	25-34	female	passive	0	2	There are two facts in this text: 1. You should transfer the chicken to a wire rack to let it drain. 2. Alternatively, you can use a paper towel-lined plate.	younger than 45
-NBRoJY5ORK-pV8fA50c	https://www.seriouseats.com/thmb/ZXiAlVVJl6M3FLNsRBTz7IO7JAo=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__2018__08__20180706-mortar-pestle-vicky-wasik-coriander-pesto-comparison1-1500x1125-fa5fb5f3ec5c46af916ffd25bab106cf.jpg	8nJXjVjBTQ	18-24	female	active	0	0	There are no facts in this text as it is a URL link to an image.	younger than 45
-N6Jp-Ex-GPTFu3SKkUt	Would you like to go to the next step?	5ea196f089935b04d2ee69d9	45-54	female	active	0	0	0	45 or older
-N4MqS5-Pj7b9hS7iYzi	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare the Best Southern Fried Chicken recipe. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.	57272517e386b9000e3e2b72	45-54	female	active	0	3	3	45 or older
-N5twzZd1FGssW9Iialr	"Good question:  The liquid you see after macerating the apples is a syrup composed primarily of brown sugar dissolved by a small amount of tart apple juice. ( The mixture weighs little more than the brown sugar added in step one.) This is more or less the same thing that happens with my fresh lemon syrup, in which dry lemon rinds are tossed with seven ounces of sugar to yield a scant eight ounces of syrup after a few hours. That lack of moisture means there's no need to spend time and energy cooking the liquid down to concentrate the ""juices,"" as the liquid is already quite concentrated in terms of both flavor and water content. Further cooking will only candy the syrup and bring out the funky flavors of caramelized fructose, while the overall water content of the fruit is easily managed through a touch of tapioca starch."	5ed91d3f31d9c60a8ac27018	18-24	non-binary	active	2	3	3	younger than 45
-N6JoplzoRbqqIEWt5TF	That's amazing! You are almost done! One step to go :)	5ea196f089935b04d2ee69d9	45-54	female	active	0	0	0 (There are no factual statements in this text)	45 or older
-NAix6JsrC8Tpp9DgJzP	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare Souffle. Make sure you have all the ingredients and tools and feel free to ask questions. Just to remind you, your goal today is to interact with our chatbot and ask questions about the history, science, and techniques associated with a specific step. Whenever you feel ready, feel free to start!	qk8kmns74p	35-44	female	passive	0	1	1 (there is only one fact provided: that participants will learn how to prepare Souffle in the masterclass)	younger than 45
-N5k-l4tMlQpiy00l-FT	That's probably because they did not have me to help them :)	612517df29cd32c6632b4a44	55-64	female	active	0	0	0 (There are no factual statements in this text.)	45 or older
-NBRnqm0KYn70iowY8b_	https://www.seriouseats.com/thmb/5zzVdOthIqnUjpE_x7YllIEBs34=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__2018__08__20180814-mortar-pestles-large-group-vicky-wasik-1500x1125-e84e5ed6fc934544860c4080a8b11060.jpg	8nJXjVjBTQ	18-24	female	active	0	0	There are zero facts in this text. The text is a URL/link to an image and does not contain any factual information.	younger than 45
-NBM8B0dkE16pQnEVzL5	https://www.seriouseats.com/thmb/0aQRJ15krGbviHzK5B3BHQj9Ep8=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__images__2015__07__20150715-fried-chicken-02-921b328acddf4d73b1816d60b47fb534.jpg	o9UbVjHVrS	25-34	female	active	0	0	There are zero facts in this text. The text is actually a URL pointing to an image.	younger than 45
-NBHqb6rncX2biIRp39P	You're welcome	rEG2v4CE7m	35-44	male	active	0	0	"0. There are no facts presented in the statement ""You're welcome""."	younger than 45
-N4Di0QYxQnHG6OAsq-0	No. Once you have gone through the previous steps you can simply serve the chicken. However, if you placed the chicken in the refrigerator for at least 1 hour, and up to overnight then you would have to reheat the oil to 400°F., add the chicken pieces and cook until completely crisp for about 5 minutes.	55b3120cfdf99b6ef6263a71	25-34	female	passive	0	2	2	younger than 45
-NBMQVn826T19aLA6hwW	Kosher salt or kitchen salt is coarse edible salt without common additives such as iodine. Used in cooking and not at the table, it consists mainly of sodium chloride and may include anticaking agents.	ozf8rdojjw	45-54	female	active	1	2	2	45 or older
-N4MrBrGA-gRgjD3jEx-	As the myosin dissolves, three things take place: First, the ability of the meat to hold onto moisture increases. Second, brining alters the texture of the meat by allowing dissolved proteins to cross-link with each other. Third, as the brine slowly works its way into the meat, it seasons it beyond just the very surface.	57272517e386b9000e3e2b72	45-54	female	active	3	3	There are three facts in this text.	45 or older
-N96MVnK9CI5LoHVfT2u	Let me see what I can find :)	5fdbb3b4e66d7f061f78ea21	35-44	female	passive	0	0	0	younger than 45
-NBHpIsT-cdq0eL5Qsne	You see, a soufflée requires some patience to be done successfully.	rEG2v4CE7m	35-44	male	active	0	1	1	younger than 45
-NBNL09iOhfIsCMBKIEH	The hotter the oven, the more quickly and fully the soufflé will rise, and the faster it will brown and set on the outside.	j6iz4akqr2	25-34	female	active	1	1	There is one fact in this text.	younger than 45
-NBg7FGx-Oj1fnj64ySS	I'm sorry, I do not think I have this information	h8x8QLzyCx	25-34	female	passive	0	0	0	younger than 45
-NBINJ1oacznsqu57MNc	I'm sorry I do not have this feature.	bKBDfgUAa3	35-44	male	passive	0	0	0. There are no facts in this text.	younger than 45
-NBM4yU-HWgg2zpxsoey	Alright so this is what you need to do first:Combine the paprika, black pepper, garlic powder, oregano, and cayenne in a small bowl and mix thoroughly with a fork.	o9UbVjHVrS	25-34	female	active	0	1	There is only one fact in the text: the ingredients that need to be combined are paprika, black pepper, garlic powder, oregano, and cayenne.	younger than 45
-NBMV3jA9LwMtP90wzM4	This change in density caused by expanding gases is what causes them to gently float to the surface of the pot as they poach.	ozf8rdojjw	45-54	female	active	1	1	1	45 or older
-N5ttgnBBoyWl0BgoBx1	https://www.seriouseats.com/thmb/pT3dUgIe5z-IdBry4GwY7jSzLMA=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__images__2017__09__20170730-bravetart-apple-pie-vicky-wasik_collage-1-52533cee10314c3e95d09f8bd09925cb.jpg	5ed91d3f31d9c60a8ac27018	18-24	non-binary	active	0	0	There are no facts in the given text as it is a URL of an image.	younger than 45
-NBN4lM6vOvo6__zIxpx	When brought to a boil, apples break down and release their juices completely, flooding the pie. A slightly-cooler-than-standard target temperature keeps the apples plump and juicy, with enough structure to retain their own water content, so there isn't as much need for starch.	v684ge8cmo	35-44	female	active	0	2	2	younger than 45
-NBXa1oGLq7A1WCJntuW	I'm sorry, I do not think I have this information	eiRY3df7Aq	35-44	male	active	0	0	0	younger than 45
-N4D_irSwV_XgOMzKe9D	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare The Best Buttermilk-Brined Southern Fried Chicken Recipe. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.	55b3120cfdf99b6ef6263a71	25-34	female	passive	0	3	3	younger than 45
-NBX9maSik5Er2m1cyRH	Let me see...	coe2XtNapn	25-34	female	passive	0	0	0	younger than 45
-NBNLItsVZTbU_ff2SdE	Egg yolks play an important role in this step	j6iz4akqr2	25-34	female	active	0	1	1	younger than 45
-N5jwmCSBLoj4e3Gguj_	Yes exactly! Its origin is actually quite interesting.  The beginning beginning takes us out of France and south to Italy. Or, at least, that's one version of the story of the origins of this dish—one that Italians are certainly fond of. According to that history, Catherine de' Medici introduced some proto-duck à l'orange to France in 1533, when she moved there with her retinue of cooks to marry the Duke of Orléans.	612517df29cd32c6632b4a44	55-64	female	active	3	2	2	45 or older
-N4DieYHLwzIGMtuC2Nl	You don't have to throw out used oil. Often you can reuse it many, many times! but there's no hard and fast rule for how many time you can reuse that oil. Distrust any source that gives a firm answer on the number times you can reuse oil. It's easy to tell when you'll need to replace your oil.	55b3120cfdf99b6ef6263a71	25-34	female	passive	1	2	2	younger than 45
-N8YMQkHCieEWJKHT-84	I'm sorry but I do not have an answer to that question	608b0f7f4699c09aa348c57f	35-44	male	passive	0	0	0	younger than 45
-NBMXtCKpqZ3u-6pGkJv	Ok let's go to the next step	ozf8rdojjw	45-54	female	active	0	0	0. There are no facts in this text, only instructions.	45 or older
-NBSSQ4d9v_jIQBHuvJg	We already reached the last step.	tcYis3RLgY	25-34	female	passive	0	1	One fact.	younger than 45
-N4DgXAsqdBD1kOYeeVY	I'm sorry, I do not think I have this information	55b3120cfdf99b6ef6263a71	25-34	female	passive	0	0	0	younger than 45
-NBRo0t-Z34OvILIJgZa	Let me tell you	8nJXjVjBTQ	18-24	female	active	0	0	0. There is no actual text provided to count the facts from.	younger than 45
-NBMGX5eVgptJN3zbwON	Buttermilk is the byproduct of butter making.Butter is made by agitating cream resulting in clumps of fat and a milky white liquid that contains nearly no fat and some protein. If the cream was soured before (either by aging or by inoculating the cream with lactobacillae), the buttermilk will also be sour. If the butter was made from unfermented cream, the buttermilk will be mild.Uncultured buttermilk is rarely sold, even if butter is made commercially with regular cream, the resulting buttermilk is soured afterwards.As buttermilk is made from a fraction of whole milk (the cream), you could say it’s a part of soured milk. I outlined the process of butter making in this answer, that should also help understanding buttermilk.	o9UbVjHVrS	25-34	female	active	7	8	8	younger than 45
-NAdJ2wBzIvnO3wO7Ibh	The drumette is a specific cut of white meat shaped like a small drumstick	577c065c9fecfe0001a5bcc7	25-34	female	passive	1	1	1	younger than 45
-N5tvrl_aFxRI5NGydh3	So you could also pick Braeburn or Granny Smith for this purpose.	5ed91d3f31d9c60a8ac27018	18-24	non-binary	active	0	1	1	younger than 45
-NBHjqRJORBTePvHfjvQ	The reason is that you cooked the béchamel sauce in the step before. By pouring it into a heatproof mixing bowl you prevent damages that might come from the hot sauce.	rEG2v4CE7m	35-44	male	active	0	2	Two.	younger than 45
-NAj09IwZVS2jHFd2vOW	You reached the last step in this recipe.	qk8kmns74p	35-44	female	passive	0	1	1	younger than 45
-NBN-OvxdwI4bIbG9Mle	Also notice that refrigerating the pie is quite important at this point	v684ge8cmo	35-44	female	active	0	1	1	younger than 45
-NBRtCBiyLFxdY_yQuwH	Historically, the cheeses of true Ligurian pesto were Parmigiano-Reggiano and Pecorino Sardo (or Fiore Sardo), a Sardinian sheep's-milk cheese.	8nJXjVjBTQ	18-24	female	active	1	1	1	younger than 45
-N4DjGInUoC6-i1JU8Kr	I'm not sure I have an answer to your question. However, as a general rule  the more oil breaks down, the less hydrophobic it becomes. At first, this can actually be an advantage. Less hydrophobic molecules in your oil means that it can come into closer contact with foods, allowing them to fry just a bit more efficiently. However,   as this breakdown continues, your oil becomes less and less hydrophobic, and eventually it'll start entering your food too rapidly, causing it to turn greasy and ruining its crispness. At this point you would have to change it	55b3120cfdf99b6ef6263a71	25-34	female	passive	2	6	There are six facts in the text.	younger than 45
-NBNNVVXysDnXHshHq89	Ok let's go to the next step	j6iz4akqr2	25-34	female	active	0	0	There are no facts in this text.	younger than 45
-N5jy06bVBAELshiqyBn	I'm sorry but I do not have an answer to that question.	612517df29cd32c6632b4a44	55-64	female	active	0	0	0	45 or older
-NBHlHqxpxnlDKv6xP5f	Seasonings are important here, but egg yolks are at the center of this step. Don't forget to add them since the make an important contribution to the success of the soufflé.	rEG2v4CE7m	35-44	male	active	1	2	Two.	younger than 45
-N9kCrs9ZOpF_2g6L413	I'm not sure I understand you. Can you rephrase this?	60c48655811ab33a8f77dd34	18-24	female	passive	0	0	0. There are no facts in this text.	younger than 45
-N8YJ9XNcJgmcDUaeMwh	That's a great question! Let me see what I can find	608b0f7f4699c09aa348c57f	35-44	male	passive	0	0	0	younger than 45
-NBNK-XsXs38LXrhVJu_	ok let's go to the next step	j6iz4akqr2	25-34	female	active	0	0	0	younger than 45
-N6JqDLFWvYxXc7p3ksp	You are done! Congratulations! You can enjoy your pesto now :)	5ea196f089935b04d2ee69d9	45-54	female	active	0	0	0	45 or older
-NBSOpoqJOq6bJ-AtyEs	Did you mean step 2?	tcYis3RLgY	25-34	female	passive	0	0	0. There are no facts in this text, only a question.	younger than 45
-NBMETB2rrvI4MpFz3qk	Unfortunately not, but I can show you a picture:	o9UbVjHVrS	25-34	female	active	0	0	0	younger than 45
-NBWzDajog3zAEqq6dha	Parmesan cheese is adding a savory backbone and helping the gnocchi to brown better down the line.	XYjHSL2Ky3	25-34	female	active	1	1	1	younger than 45
-NBNNwsxO3GQ-8gq63F1	Do you have any other questions about this step?	j6iz4akqr2	25-34	female	active	0	0	0	younger than 45
-NBHoA57jcwpPTGd0JIp	After this step, there are three steps left.	rEG2v4CE7m	35-44	male	active	0	1	1	younger than 45
-NBXhY5kUrynNuraOwqy	When done right, the acidity is bright and sharp, but lightly rounded out by the darkened sugar.	eiRY3df7Aq	35-44	male	active	0	1	1	younger than 45
-N5u0L_WrYqeV4svimVf	Before we reach the final step: Did you notice that we should bake the pie at only 195°F (91°C)? However, a few steps before we had to heat the oven to 400°F.	5ed91d3f31d9c60a8ac27018	18-24	non-binary	active	1	2	2	younger than 45
-NBRndeqPVAxKafyxrHN	I'm sorry, I do not think I have this information	8nJXjVjBTQ	18-24	female	active	0	0	0	younger than 45
-NBN4-8ISzy-cxBKa2ds	Can you rephrase your question?	v684ge8cmo	35-44	female	active	0	0	0. There are no facts in the text. It only contains a request for clarification.	younger than 45
-N5u-ONC6wv4A-TT91nH	You're right! It does also affect the crust: when vents are cut too narrow, entrapped steam can make the top crust a bit mushy.	5ed91d3f31d9c60a8ac27018	18-24	non-binary	active	0	1	1	younger than 45
